# src K queryType(1=count,2=max) expectedResult
10352 2 2 10403
9223 2 1 1513
78254 4 1 12876
31419 4 1 75330
31028 2 2 -1
69776 4 1 51340
24689 3 1 12191
3346 4 2 81591
40517 3 1 9161
72623 1 2 -1
58916 3 2 -1
48575 2 2 69176
49955 1 2 6187
60678 2 2 60679
60693 2 2 60696
79015 1 2 51891
45101 4 2 81126
44700 1 1 4
19477 4 1 68185
26049 4 2 81370
12473 2 1 1946
61836 1 1 1
60878 1 2 12206
74683 4 1 0
5136 4 1 74023
76982 3 2 41152
13188 4 2 81861
51188 3 2 72098
5560 2 2 63858
36397 2 2 63498
38082 1 1 2
50522 2 1 74
25247 3 1 12015
19943 1 1 7
44514 1 2 5026
12631 1 2 175
47367 3 1 20436
43341 4 1 66687
4753 2 1 2158
8645 1 1 13
40024 1 2 31670
80598 4 1 0
9940 2 2 77413
45200 2 1 270
29739 3 2 77481
33677 1 1 2
71148 1 2 -1
530 4 1 76344
42987 1 1 23
70639 3 2 72022
2781 3 2 34376
58642 2 2 -1
34956 4 2 81585
881 4 2 81870
51127 2 1 90
37336 3 1 0
39931 1 1 1
44023 1 2 29232
65125 1 1 1
61858 3 1 2101
76230 2 2 -1
82098 1 2 81250
1929 2 1 2208
14244 4 2 81753
11116 3 2 80885
35895 1 2 75641
1208 2 1 9255
65234 1 1 1
7006 4 2 81535
70883 4 2 80555
24274 2 1 38
69654 3 2 78680
78619 4 2 79960
424 4 2 80834
34750 1 1 4
81454 3 1 245
11992 2 2 -1
14546 1 2 59213
1304 3 1 31409
49284 1 2 53153
10022 3 1 34436
33617 2 1 1143
58824 1 1 1
34307 4 1 76183
68480 2 2 68479
3244 1 1 58
64277 4 2 81051
48536 4 2 81662
1601 1 2 26912
50374 3 2 80044
76019 3 1 81
58933 2 1 55
37256 1 1 0
30615 3 1 23286
1927 1 2 29026
73993 1 2 30859
63058 3 1 11278
23434 2 2 70846
15007 3 2 79358
55820 3 1 15427
72631 4 1 40618
3255 3 2 81203
4944 3 2 80993
27723 4 2 81406
68106 4 1 0
55569 3 2 79493
25463 1 1 3
36282 3 2 78641
76407 1 2 73561
64766 4 2 -1
3217 3 2 80353
53509 3 2 79961
42354 3 1 16881
16263 1 2 335
74312 3 1 0
26925 4 2 82111
22231 4 2 81068
23100 1 2 17195
59337 2 1 207
50697 2 2 50702
24946 1 1 2
55149 3 1 5591
41576 3 1 0
51408 3 1 8328
79149 4 2 78140
49545 2 2 49546
23386 2 1 3308
41585 3 1 21123
7509 1 2 40143
76607 3 2 76606
78764 3 2 -1
63305 2 2 63304
76910 4 1 0
79518 1 1 2
45652 1 2 -1
10830 4 1 73683
6799 4 1 75662
14328 4 1 74444
46696 3 2 78107
38872 4 2 81671
23306 3 2 -1
28239 3 2 79004
7447 1 2 24676
65875 2 2 65874
56843 2 1 118
64388 4 2 -1
73269 3 2 73568
43086 2 1 95
81144 3 2 -1
70679 3 1 11800
47234 2 2 47244
48047 3 2 65338
9741 4 1 80129
61489 4 2 80716
26081 2 1 23
57304 3 1 9875
75103 4 1 0
17399 4 2 80923
15330 1 1 32
49409 3 1 0
49274 1 2 12888
55810 4 1 61613
32734 2 1 1227
35120 1 2 75428
75036 1 2 33796
53096 2 2 53095
30269 3 2 77361
17085 3 2 77395
79883 3 2 -1
79384 2 1 0
70231 4 1 0
46865 1 1 2
57423 4 2 79423
31152 1 2 35498
30737 2 2 57743
41705 3 2 -1
60237 1 2 80060
41815 2 2 77128
63236 4 1 67621
78243 2 2 47252
56739 1 1 2
81132 4 2 82086
42995 1 1 7
49831 3 1 11692
45678 3 1 7298
80252 3 1 34
47918 3 1 17695
57235 2 1 211
47511 1 1 3
10114 2 1 222
35776 1 2 2931
26809 1 2 1582
38368 2 2 70166
76902 1 2 40675
57155 2 1 206
65316 1 2 33387
77260 4 2 78199
78930 1 2 51247
62827 2 2 -1
7983 1 2 53135
5635 2 2 5656
19622 1 2 -1
74975 2 1 16
56005 2 2 78972
11403 2 1 7012
65035 4 2 78894
7311 4 2 82050
20615 1 1 1
57052 4 1 38352
42898 1 1 4
15227 1 1 2
79475 1 2 55470
60432 1 1 0
8673 3 1 45816
74989 1 1 0
15396 3 1 23155
54039 2 1 39
27268 1 1 12
28247 2 2 28261
16285 4 2 82081
24136 3 2 77319
24425 2 2 40796
33443 4 2 80775
71123 2 1 20
37535 1 1 1
27823 2 1 1865
7131 1 2 52116
4099 3 2 75964
30580 4 2 81196
81118 2 2 -1
24236 3 1 3917
44407 1 2 41427
57367 1 1 1
72370 4 2 80225
7084 3 1 20177
80228 1 2 -1
57752 2 1 0
47670 1 1 7
37471 3 2 78958
34307 2 2 72749
17986 1 1 14
54888 1 2 79400
68024 1 2 24650
18802 4 2 81861
60692 1 1 1
73513 2 2 -1
59429 2 2 67395
24507 1 2 66803
8436 3 1 10359
19851 1 1 1
1745 2 2 72182
3879 2 2 75644
35035 4 1 62951
76524 3 2 81674
23849 2 2 81197
29076 4 1 64343
15787 3 1 22546
71035 2 1 0
25402 2 2 75528
66201 4 2 81210
42988 4 1 59048
553 1 2 19035
7045 1 2 18867
32261 2 2 60481
2853 1 1 14
48022 1 1 1
11440 1 1 4
11646 2 1 2368
14342 2 1 1701
64261 1 2 14944
1935 3 1 61961
74798 1 2 -1
55721 2 2 55728
2838 3 1 43181
36994 4 1 38794
45378 3 2 -1
16926 2 2 56864
23652 4 1 70914
61630 2 1 600
46894 3 2 78170
48841 4 2 80937
55008 3 2 -1
80984 2 1 0
81141 2 1 4
44383 1 1 19
60941 1 1 2
26110 2 1 470
42591 2 2 77314
74039 2 1 5
64578 2 2 64577
5493 3 2 81293
67818 3 2 81045
1431 2 2 2437
45294 4 1 66344
11351 4 2 81930
22735 4 1 61384
39713 3 1 24436
12636 3 2 78391
31812 1 1 20
79698 3 1 98
2998 4 2 81849
66445 2 2 -1
34648 4 2 81892
7527 1 1 5
12018 1 1 65
27482 2 2 76281
16219 1 2 65642
25120 4 2 81419
68633 2 2 68650
1084 1 1 1
33921 3 2 75063
51397 3 1 6021
54987 2 1 54
61134 3 2 -1
59439 2 1 215
79019 1 1 1
62778 4 2 82023
33688 3 1 8497
46475 2 1 213
29677 1 1 1
6212 4 1 75439
75236 1 2 34518
51932 2 1 16
28625 4 2 81427
56478 2 2 80481
45813 3 2 79981
35547 3 1 6621
17178 3 2 -1
60563 3 2 80104
65638 4 1 8844
13262 2 2 68012
45174 1 1 1
6172 1 1 24
7197 4 2 81820
11039 2 1 316
72242 4 1 45141
47907 2 1 390
74658 4 2 80066
24887 4 1 18019
48339 1 2 36229
53235 1 1 0
2512 3 1 56870
35515 1 1 7
76510 2 1 2589
43775 4 2 81781
12227 4 2 81854
33000 2 1 218
67564 2 2 -1
18313 3 1 39299
57751 1 1 1
18361 2 1 1072
31070 3 2 78716
29854 3 2 80058
29655 1 2 52906
66156 2 1 145
56724 4 1 59484
47673 3 2 78352
61791 2 2 80270
70207 2 1 83
55928 4 1 0
74453 2 1 0
12291 3 1 10460
25650 1 2 2789
36201 4 1 0
50243 4 1 68081
81451 3 2 82123
42568 3 2 80884
52204 3 2 -1
49465 2 2 63222
16767 1 1 16
13383 1 2 25583
60089 1 1 0
52443 2 1 161
55919 4 2 -1
22457 1 1 0
40533 3 2 76878
28281 4 2 -1
16453 4 1 65491
19507 1 1 0
27906 2 2 70209
13193 3 1 19403
81449 3 1 197
81165 1 1 1
33512 4 2 81469
27649 3 1 48596
9216 4 1 55511
50093 3 1 10639
46716 4 1 65820
47431 2 2 -1
16760 3 2 79133
43815 1 2 43150
25634 4 2 -1
28648 1 1 1
10296 2 2 57667
14570 4 2 81427
17899 2 1 0
62806 4 2 81674
77875 2 2 -1
10244 1 2 57616
75589 1 1 1
18648 4 2 81158
48469 1 1 4
44493 2 2 44499
66561 2 1 58
30192 2 1 1005
79941 1 2 59169
36091 3 2 80473
5017 4 2 81916
52123 1 1 2
57929 2 1 44
37372 1 1 1
14628 4 2 80524
12501 2 2 80069
68348 1 1 1
9402 2 1 1262
51920 1 2 60247
26000 4 2 80288
67462 1 1 1
74279 4 1 0
81618 3 1 11
74399 4 1 23343
22118 2 2 22123
59938 2 2 62424
2484 3 2 81344
48601 2 2 78505
43809 4 2 -1
26648 3 1 0
17857 2 2 73087
42967 2 1 0
48861 4 1 0
20948 3 1 20312
68388 2 1 60
66809 2 1 38
34723 3 1 13376
70085 4 2 79825
58169 3 1 5191
68447 4 2 -1
55020 4 1 49586
44649 1 1 1
36104 2 1 10697
67762 2 2 60978
76438 1 2 38804
31126 2 2 78863
45798 3 2 74195
25700 1 1 15
36507 4 2 81605
37232 4 2 81058
24020 4 1 73196
13746 1 2 62996
4094 3 2 80286
30755 2 1 85
59491 4 1 64753
53953 1 1 1
1861 3 1 51832
78819 2 2 78818
77972 2 1 10
65185 3 1 0
38297 1 2 19264
8299 1 1 92
76693 4 2 80437
64577 4 2 79676
56884 4 2 78569
43726 4 2 81895
50000 3 2 81592
63027 4 1 52771
51070 1 2 9264
66224 2 2 66225
65436 3 1 4782
63211 2 2 65844
12713 3 2 76531
20734 2 2 74546
71622 4 1 35060
13341 4 1 70989
77869 3 2 77870
45812 1 1 16
56399 2 1 315
57907 1 1 3
48723 4 1 65680
55833 1 2 -1
66876 2 1 53
26013 3 1 8811
45608 1 2 5243
40894 2 2 76937
62104 4 2 -1
47940 3 2 78095
12467 2 2 -1
7691 3 2 73170
24490 1 2 1283
50650 2 1 369
2590 2 1 3117
38176 1 1 1
26295 4 2 81868
11924 4 2 81845
7734 2 2 78443
5293 4 2 81866
13820 4 2 81724
12391 3 1 29937
41970 4 1 54399
36389 1 2 -1
28172 2 2 28171
80138 1 1 0
66481 1 2 17134
23552 3 1 19208
25123 4 2 -1
52136 3 1 9617
75902 2 1 4
44016 4 2 -1
67733 3 2 -1
79688 2 1 6
11004 3 1 60825
25515 1 1 1
72708 3 2 76247
54476 4 1 57297
74697 2 2 74698
37630 3 1 26221
74099 3 2 74872
16585 2 1 42
14772 4 2 81428
75724 3 2 -1
17938 4 1 66897
60896 2 1 0
20750 4 2 -1
27946 2 1 466
73331 4 2 81272
65651 2 1 9
27186 4 1 75346
24935 1 2 -1
3837 4 2 81981
62694 3 2 79778
76644 4 2 79741
34062 3 2 71624
73086 2 2 65879
23750 2 2 18245
38585 3 2 77511
44854 3 1 9341
14770 3 1 47526
75993 4 1 20587
17957 3 2 78079
20828 4 2 81671
61465 4 1 60678
46266 4 2 81811
14202 3 1 24634
59046 2 1 268
20439 3 1 10673
35344 2 1 258
5051 3 1 18000
16967 2 2 17016
74383 2 1 8
63589 4 1 64821
64372 1 2 15024
69086 4 1 0
63089 1 2 33280
32934 4 1 70451
23039 4 2 82067
34018 3 2 77173
4558 3 2 80231
42631 4 2 81603
15552 2 1 624
2614 4 1 74172
620 3 2 78525
62395 4 1 25767
23500 2 2 -1
64783 2 2 80575
19567 3 2 59034
9630 4 1 79428
31607 3 2 74264
14601 1 1 48
71657 2 2 71658
81846 3 2 78409
22098 3 1 7467
39253 1 1 5
44280 4 2 81789
25979 2 2 72036
59261 4 1 32538
72964 2 1 48
35677 4 1 64411
52536 3 1 3618
67561 1 1 2
53380 3 1 8415
33159 4 1 74278
20221 4 2 80683
35682 1 1 2
77818 3 2 62649
31232 2 2 70760
70487 3 2 -1
29461 3 2 73552
7583 4 2 81819
6880 2 2 7782
51845 1 1 5
72417 3 2 77749
80868 1 1 1
13229 3 2 82014
11439 3 1 45192
4052 2 1 3883
36288 2 1 36
15565 4 1 73312
51656 3 2 78997
2014 1 1 13
14012 4 1 77895
57498 1 2 -1
61711 3 2 77270
18018 1 1 24
17916 1 1 0
65046 3 1 144
77125 4 2 78827
62146 3 2 -1
9705 3 1 49977
80912 3 1 16
44379 3 2 77400
56919 1 1 1
51128 4 2 81800
49506 2 2 49511
35963 4 1 0
9179 1 2 55715
11955 1 1 8
67156 1 1 0
53570 4 1 48702
48679 2 2 55160
15144 1 2 38306
8272 2 2 75988
48555 1 2 55277
63440 2 1 0
15164 3 2 79105
25379 2 1 867
18368 2 2 40455
64950 2 1 0
72792 4 1 34551
46741 2 1 621
6714 1 2 51630
14891 4 2 80524
65167 1 1 9
58639 1 1 1
75452 3 1 1001
61516 4 1 12279
36116 2 2 45695
71366 2 1 13
56195 3 1 7388
74979 3 1 3471
68345 2 2 68349
26930 2 2 26944
77482 4 2 79812
26657 3 2 -1
82049 2 1 11
39566 2 2 39576
50559 3 1 9252
57937 2 1 399
78027 3 2 -1
46623 3 2 79497
9825 4 2 80515
34173 3 1 14435
55619 3 2 80406
7923 3 2 80718
41411 1 1 3
10556 3 1 17349
25482 3 2 77469
32481 2 2 32709
64459 2 2 64458
78682 2 2 -1
48504 4 2 81983
40149 4 1 0
29564 2 1 187
22499 4 1 64497
32132 1 2 74437
80096 2 2 80098
22987 2 2 63945
56207 4 2 81949
3996 3 2 80621
1674 4 2 82013
57251 2 1 12
17864 2 1 104
40131 2 1 0
64586 2 2 64594
26865 3 1 10133
57852 4 1 56147
20572 1 2 744
81061 2 1 2
55803 2 2 -1
36232 4 2 81559
21788 4 1 58025
1132 3 2 31687
13068 2 1 3141
58958 2 2 58957
55041 3 1 17914
63372 3 2 80446
64046 2 1 8
7089 4 2 82059
12043 1 1 0
57061 2 1 0
47346 3 1 5872
16150 3 1 36162
12054 4 1 76480
57999 3 1 4494
28082 1 1 3
23461 4 2 80617
39718 1 2 3758
12777 1 1 4
43441 3 2 77511
13882 4 1 0
43432 2 2 43466
80166 3 1 62
69245 3 2 -1
77027 1 1 1
8834 3 1 47313
58694 2 1 14
50321 4 2 81820
16685 2 1 5682
11356 1 2 14361
51362 1 2 -1
44619 3 2 77751
81331 4 1 1354
1943 2 2 17522
21021 1 1 4
70921 4 1 0
64566 4 2 81735
18640 3 1 56603
60240 4 2 80727
63021 4 1 0
10683 4 2 -1
77664 3 1 383
62661 3 2 75405
43452 2 2 -1
55900 1 2 50298
49800 1 1 1
12626 1 2 61436
78959 4 2 -1
16802 2 1 53
22159 1 2 926
34519 2 2 75237
44935 4 1 74852
57223 4 2 80944
17673 4 1 73747
41603 2 1 154
14542 4 2 81419
53821 3 1 50096
67557 4 1 60304
27446 4 1 51983
44078 4 1 29262
4225 3 2 81201
81259 4 1 0
11721 4 1 71112
39437 2 1 246
70540 4 2 81400
41168 2 1 185
71616 1 2 24940
11055 1 1 12
3800 2 1 3445
61816 3 1 2101
23696 3 1 18148
73541 3 1 0
17565 2 2 68940
12094 1 2 17301
44378 2 1 165
28134 1 1 31
8678 3 1 50202
35183 4 1 56741
18638 3 2 81332
26082 3 2 81086
7807 1 2 32673
51342 4 1 44023
58414 3 2 72166
62054 3 1 11634
27987 1 1 6
76848 3 2 76847
13627 2 1 291
51069 2 2 51111
80635 2 1 5
61486 4 2 80900
31657 3 2 79724
38547 3 2 81427
79397 1 2 54880
30284 1 1 17
66247 3 1 933
10924 2 2 68914
25432 1 2 27827
65250 3 1 8388
2068 4 1 74366
30539 4 2 81800
35674 4 1 68549
11117 2 2 68038
44390 1 2 22951
48266 2 1 0
7882 2 1 193
40566 2 2 40573
36176 2 2 64475
50411 4 1 34145
15362 3 2 80514
13783 3 2 79178
3554 1 1 1
18773 3 1 14406
46295 4 1 65315
64877 2 1 7
7585 3 1 26110
16838 2 2 76829
57357 2 1 15
55211 2 1 0
17344 3 1 0
14959 3 2 -1
1869 1 1 8
39606 3 2 76651
5702 4 1 79716
61745 4 2 80976
56782 3 1 11341
1825 4 1 78103
48101 2 1 139
3770 1 2 37957
30083 3 1 17080
8806 3 1 34111
34889 3 2 80255
52971 4 2 81068
36827 2 2 75891
68446 3 1 0
23039 2 2 75956
44929 4 1 53085
25146 4 1 66274
31308 3 1 16472
52018 3 2 -1
77391 2 2 81760
74363 2 2 74362
6861 1 2 5706
66833 2 2 66838
47201 3 1 4544
10796 3 1 37558
50978 4 2 81875
69396 1 2 20938
4447 4 2 81942
64823 2 1 0
4849 3 2 79947
73002 2 2 73003
27135 1 2 6385
30262 3 2 73808
34787 3 2 79580
39860 2 1 34
67891 3 1 18207
65869 3 1 0
60064 3 2 76682
15270 4 2 80581
3657 3 2 79080
68773 4 2 81126
14199 3 2 75404
44954 2 2 44963
15120 1 2 -1
5983 4 2 81870
70325 1 2 22487
21873 1 1 20
77795 1 1 1
20526 2 2 73163
16006 4 2 81999
63128 4 1 56534
70220 3 1 2654
59701 2 1 5
13127 2 1 543
29404 2 1 173
17401 1 1 13
64372 2 2 40685
16565 2 1 203
76023 4 2 80637
81823 2 2 -1
42459 1 2 17395
79199 1 2 53332
51516 1 1 0
19689 4 1 66345
82045 1 2 -1
50603 1 2 78812
77432 4 2 77431
52282 1 1 3
41994 1 1 12
25594 4 1 0
80352 2 1 5
28386 1 1 7
17540 4 1 56960
43426 4 1 65657
81339 1 2 82109
10269 1 2 16695
42044 2 1 560
10543 2 2 73692
16220 4 1 64632
79683 2 1 2
76 1 1 6
23471 3 2 -1
38738 1 2 23812
24440 3 2 71404
68273 1 1 1
25522 2 1 1810
52289 4 1 0
7799 1 1 30
45147 3 2 78112
8614 4 2 81580
20914 4 2 81790
50785 2 2 -1
57811 2 1 111
55505 4 1 56970
146 4 1 60160
15977 2 1 185
33945 3 1 8753
2594 3 2 78999
27431 1 1 2
27571 1 2 72805
61797 2 1 136
59643 3 1 1012
60051 3 2 79642
76990 1 2 41194
75768 4 1 34372
25568 4 2 81276
35516 1 1 2
68197 3 2 72023
55611 2 2 77901
38875 4 1 72137
61826 1 1 1
78845 2 2 78844
73746 3 2 -1
4078 3 2 79573
29350 3 2 80425
33132 2 1 573
13646 4 1 70565
30736 2 1 963
16211 2 1 2132
7377 2 2 7782
78488 4 2 -1
36801 2 2 75881
22628 3 1 11633
27802 2 1 86
69814 3 2 -1
28677 1 2 8840
58812 3 2 75610
29048 4 2 81410
80641 3 2 81868
41541 4 1 54427
23950 2 2 50825
20642 3 2 78167
31288 2 2 62255
14450 3 2 81201
34263 4 1 71518
28794 4 1 72302
15161 3 1 27440
27663 2 2 75540
32001 1 1 4
9329 2 1 13006
69579 3 2 79180
27133 1 1 1
30976 4 2 81470
66105 1 1 5
25261 3 1 13081
31742 3 1 26392
50226 3 1 0
9533 2 1 2323
13366 4 2 81697
76368 2 1 0
39453 2 2 39456
6157 1 1 10
29030 2 1 104
51134 3 2 74906
8164 3 2 74672
13351 4 1 72845
45162 1 1 2
47628 3 2 80031
40739 3 2 76914
46921 1 2 28619
61068 2 1 11
21485 2 1 728
53001 3 2 77929
93 3 1 37144
16472 2 1 4941
43774 2 2 62525
66981 2 2 -1
60085 2 2 -1
16938 1 1 6
58024 4 2 81967
26207 3 2 81157
37310 1 1 1
13403 2 1 5601
26801 3 1 10328
29230 3 1 0
29968 2 2 -1
53239 4 2 81003
62771 3 1 8087
11049 2 1 107
64813 4 1 69842
72454 1 1 1
65896 2 2 65897
42936 4 2 81737
13750 4 2 81458
26165 2 1 2527
3514 3 2 81678
59207 2 2 50742
393 2 2 66601
27955 1 2 5856
58014 1 2 10455
65430 4 2 80270
59596 1 2 11303
20428 1 2 -1
80729 4 2 82060
80169 1 2 81997
26730 3 2 72379
79817 3 2 81078
28869 4 1 75505
25094 2 2 25095
70656 2 1 163
50193 4 1 0
34162 2 1 43
38458 3 1 8608
3140 3 2 78742
17383 3 2 77903
76160 4 1 0
21863 3 2 79994
60523 4 1 65339
57487 1 2 17578
67639 4 1 21321
72126 1 1 1
32050 2 1 108
70270 2 1 205
60820 3 2 74147
12094 1 2 17301
9028 2 1 5586
43819 4 1 57681
81122 1 2 70216
55305 2 1 120
16099 2 1 623
14063 3 1 37967
81919 2 2 81923
77904 1 2 45585
15817 1 1 35
69853 1 2 40041
27728 3 1 30032
49089 1 1 0
28964 2 1 141
42240 3 2 80617
12675 3 2 80731
60049 2 1 7
48436 2 2 48438
4284 2 2 71643
65039 4 2 80824
43382 2 2 73567
30936 2 2 30945
54598 1 1 1
20642 4 2 81640
1665 3 2 77332
75730 4 1 0
76749 2 1 35
22211 4 1 66491
7344 2 1 1442
62546 4 2 82062
48659 2 2 64390
27608 2 1 1112
48634 2 2 73987
18007 2 1 843
29784 1 2 73640
21378 1 2 833
34635 2 2 34670
81259 4 1 0
28554 2 1 301
55258 3 1 0
42981 3 2 80980
64948 3 2 75649
61599 2 2 -1
16291 2 2 65715
32992 2 1 1885
1573 2 2 51690
8712 1 2 23370
77700 2 1 6
26409 1 1 2
79066 3 2 78068
9669 4 2 79656
28562 4 2 70322
61463 4 1 48421
2039 4 2 74289
59019 1 1 2
80977 4 2 77248
34511 4 1 69884
52693 3 1 5091
80919 1 1 1
43232 3 2 80023
69817 3 2 81078
30036 1 2 51167
32308 1 2 2494
35949 2 2 76077
39288 1 2 3577
45267 4 2 80727
81658 4 1 621
59722 1 2 49214
65298 2 1 45
40517 1 2 4049
37375 2 2 75734
23148 3 1 25315
3399 4 1 72669
51009 1 2 18880
51548 1 2 6688
81344 3 2 -1
67797 2 2 67798
17696 1 1 1
51457 4 2 81790
63008 1 1 0
66533 4 2 81210
57942 4 2 81453
35854 2 1 1670
26878 1 2 -1
64746 3 2 80571
39935 1 2 3838
39865 2 2 39870
78701 1 1 1
17830 2 2 21832
77495 3 2 82136
35851 4 2 81925
6952 2 2 68960
5391 1 1 208
15091 2 1 820
58353 1 1 3
49634 1 1 5
54833 2 2 54844
42541 2 2 42626
28285 4 2 81561
15430 3 2 -1
9033 3 1 40530
48522 2 1 465
31188 3 2 31189
36088 4 1 68385
50106 4 1 64893
67824 2 2 67823
17127 3 1 29915
72480 3 1 0
77838 1 1 1
207 4 1 80797
3311 4 2 81910
61354 4 1 0
59301 2 2 59302
82128 1 1 1
57776 1 1 1
51588 1 1 0
78255 2 1 0
49285 2 1 201
28788 4 1 72728
46873 1 2 25113
9895 4 2 81820
59570 4 1 63342
47672 2 1 144
67863 3 2 74258
35502 4 1 75201
7304 2 2 73924
9495 4 1 71419
61920 1 2 13004
30706 3 2 81308
14987 2 2 76319
9993 2 2 65820
82071 1 2 80859
12366 4 2 81579
6242 2 1 2883
64399 1 1 0
23229 1 1 1
25651 3 2 71907
61850 1 2 13004
58479 1 1 1
42380 2 1 11
27011 4 2 81315
18447 1 2 41984
75877 2 1 5
64583 1 1 1
12017 2 1 800
1355 1 1 3
64608 3 1 13131
79756 3 1 19
58215 3 1 10235
54104 1 2 8411
254 3 1 10288
68197 2 1 20
18223 2 2 67452
73292 2 2 -1
1737 1 1 44
24325 3 1 13969
12911 1 2 14235
51179 2 1 96
63545 1 2 14123
48604 2 1 205
49119 1 1 5
16820 3 2 80413
67345 3 2 -1
71041 2 2 -1
80587 2 2 64877
14866 2 1 6194
65997 1 1 2
68769 2 2 68762
12128 3 2 80909
65327 2 1 0
79258 1 1 1
49240 4 2 79547
54289 1 1 5
81176 2 2 70782
48899 4 2 80832
69969 2 1 11
1378 4 2 81753
42774 1 1 6
33617 3 1 24975
58335 1 2 10587
10000 1 1 26
49868 1 2 10021
17279 1 2 66684
64940 1 1 1
9651 4 2 79656
7771 1 2 5706
40834 2 2 67433
77058 2 1 1
34890 1 1 1
8689 4 1 78382
79598 4 2 -1
2751 4 1 65195
12540 4 2 81959
27609 4 1 71635
63177 1 2 13851
18405 4 2 81585
46233 4 1 62863
79973 3 1 99
23511 3 2 80635
71691 2 1 10
59269 3 1 102
58398 3 2 79403
69890 4 1 43018
35284 1 1 2
22453 2 1 0
74374 3 1 1537
37976 3 2 78580
74873 2 2 63262
43043 3 1 26956
77080 3 1 845
81863 2 2 -1
63131 4 1 0
76859 2 2 -1
67238 1 1 1
73916 3 1 786
3877 4 1 78266
73212 3 1 0
48555 1 1 4
49421 1 1 1
60539 2 2 80101
47285 4 2 81805
69503 4 2 -1
27488 4 2 81895
30373 2 2 76047
72170 1 1 0
54235 2 1 158
15405 4 1 68092
15847 4 2 80649
4843 4 2 82010
14852 1 2 226
9157 3 1 11077
72968 3 2 76502
80684 1 1 1
14819 2 1 1701
14674 4 2 81753
18697 4 2 81700
60663 3 2 70260
28037 4 2 81840
37982 2 1 1126
68524 1 1 0
38280 1 1 11
79721 3 2 57350
53140 1 1 0
6487 3 2 79896
46456 3 2 81814
77988 1 1 0
44767 3 1 13160
28194 2 1 203
58676 4 2 -1
30283 4 2 81918
26414 3 2 72272
4700 4 2 81219
13901 3 2 79509
33428 4 2 81589
35687 2 1 38
51224 3 2 -1
31852 1 1 1
64202 4 2 80520
47278 3 2 78253
12289 2 1 0
35521 2 1 524
44327 2 2 34807
70221 2 1 19
18409 2 2 18597
30475 2 2 75058
55344 4 2 81667
78002 1 1 1
44959 1 1 6
24544 4 2 81237
54211 1 2 72399
47042 1 2 5513
37487 4 2 80953
14550 3 1 32020
49699 1 1 1
68897 4 1 63372
78183 3 1 1592
21031 1 2 69436
68237 4 1 61267
49573 4 1 53916
56 2 1 3193
47820 4 2 81840
721 2 2 30018
51969 3 1 0
46775 4 1 72432
39883 4 2 79522
20872 4 1 66115
44537 2 1 153
16860 4 2 81869
42559 4 2 81753
32205 1 2 5641
71859 2 1 23
30431 2 1 545
17882 1 2 16101
43346 3 2 -1
44828 1 1 22
74217 1 2 31504
70908 3 1 536
27785 2 2 70606
25178 3 2 79129
14052 3 1 51996
49383 4 2 81419
70775 2 1 8
7038 1 2 16769
14954 2 2 70254
57541 4 2 80692
13225 3 2 62365
13531 4 1 71977
59035 4 1 60793
1649 1 1 3
27134 2 1 775
41121 2 2 -1
38217 3 2 81655
68347 1 2 19411
74826 2 2 -1
27284 3 1 43854
19637 1 2 68618
61305 1 1 1
69561 1 1 1
72277 3 1 768
40428 4 1 57836
38036 2 2 64339
65355 4 1 0
46257 4 1 65175
15987 4 1 67198
20311 4 1 0
34920 3 1 12632
62232 1 1 3
59026 1 1 1
24144 3 2 81390
39214 1 1 4
57993 4 2 81893
74108 2 2 81463
43026 2 2 77432
26866 1 2 20368
29080 4 1 72113
58451 4 2 -1
15684 3 2 80057
22972 2 1 1743
6309 4 1 66881
7826 3 2 76095
4054 1 1 2
16090 1 2 316
15569 4 1 70986
16608 4 2 80712
24520 1 1 3
19734 4 2 81801
16257 3 1 25273
16793 1 1 7
53219 4 1 0
59327 4 2 81347
73750 1 1 1
66137 4 1 55205
80987 1 2 -1
5274 3 1 39410
64501 1 1 1
74210 1 2 -1
21910 3 2 74739
48392 1 1 1
70904 4 2 80456
45335 4 2 -1
75927 3 1 0
53948 1 2 -1
54501 1 1 1
